country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
Honduras,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.1,0.16,0.28,0.48,0.77,0.97,1.49,1.81,2.16,2.29
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,3.17,1.58,5.11,6.52,7.41,7.26,7.68,7.38,6.45,6.14,5.17,4.86,2.69,2.13,2.28,2.21,1.75,1.52,1.46,1.48,1.18,0.94,0.79,0.63,0.6,0.58,0.58,0.57,0.45,0.44
Haiti,,,,,,,,,,,,,,,,,,,,,,,,0.02,0,0,0,0.01,0.06,0.07,0.09,0.09,0.09,0.09,0.1,0.08,0.08,0.07,0.05,0.03,0.03,0.03,0.05,0.13,0.18,0.19,0.2,0.17,0.11,0.33,0.34,0.35,0.29,0.28,0.3,0.34,0.35,0.37,0.37,0.34,0.41,0.41,0.43,0.42,0.42,0.49,0.6,0.62,0.83,0.94,1.44,1.52
Hungary,,,,,,,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0.04,0.04,0.06,0.05,0.04,0.05,0.04,0.02,0.03,0.03,0.01,0.01,0.02,0.05,0.07,0.04,0.03,0.04,0.03,0.03,0.02,0.04,0.05,0.07,0.05,0.03,0.02,0.02,0.05,0.05,0.05,0.05,0.05,0.05,0.03
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
India,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.19,0.18,0.02,0.11,0.1,0.14,0.22,0.22,0.19,0.2,0.18,0.17,0.15,0.14,0.13,0.17,0.16,0.23,0.2,0.18,0.16,0.16,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.15,0.17,0.22,0.23,0.25,0.25,0.24,0.24,0.23
Iraq,,,,,,,,,,,,,,,,,,0.03,0.03,0,0,0,0,0,0,0,0,0,0.23,0.23,0.47,0.72,0.7,0.66,2.55,2.48,2.48,2.99,2.91,6.42,7.41,7.31,4,3.7,3.43,3.3,3.17,2.93,2.7,2.3,2.22,1.72,1.48,1.23,1.03,5.18,8.15,6.6,5.97,5.48,4.49,2.28,1.25,1.29,1.33,1.54,1.6,1.55,1.54,1.42,1.37,1.32
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.08,0.1,0.11,0.13,0.14,0.15,0.16,0.17,0.16
Jordan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.06,0.07,0.07,0.08,0.08
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.25,0.26,0.13,0.06,0.02,0.02,0.05,0.05,0.04,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.05,0.05,0.05,0.05,0.05
Kenya,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.04,0.04,0.04,0.04,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.37,0.34,0.15,0.08,0.02,0.02,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.06,0.08,0.09,0.08,0.06,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09
Cambodia,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.85,0.81,0.51,0,0.28,0.27,1.27,2.77,0.84,3.11,2.12,1.86,1.32,1.02,0.92,0.72,0.61,1.18,0.88,0.61,0.47,0.3,0.1,0.08,0.56,0.56,0.9,0.66,0.32,0.31,0.28,0.27,0.25,0.14,0.14,0.14,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0,0,0,0,0,0,0,0,0.01
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0,0.01,0.01,0,0.07,0.01,0.02,0.02,0.02,0.05,0.04,0.06,0.07,0.06,0.09,0.15,0.14,0.14,0.16,0.15,0.17,0.13
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.09
Lao,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.84,2.04,2.53,3.75,3.98,3.19,2.67,2.33,2.4,2.38,2.65,2.37,1.99,3.33,3.18,3.14,2.76,2.11,1.59,1.14,1.18,0.93,0.73,0.55,0.4,0.3,0.25,0.22,0.19,0.29,0.42,0.45,0.17,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09
Lebanon,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.88,0.95,1.03,0.02,0,0.01,0.06,0.19,0.23,0.27,0.28,0.4,0.34,0.27,0.25,0.23,0.18,0.27,0.24,0.64,0.6,0.47,0.44,0.33,0.33,0.31,0.36,0.35,0.32,0.33,0.12,0.13,0.16,0.21,0.24,0.23,0.24,0.24,0.27,0.28
Liberia,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,34.7,25.4,33,37.5,34.8,35.6,20.7,13.8,10.6,9.36,8.42,9.34,11.7,11,7.26,4.79,2.62,2.05,1.89,1.79,1.64,0.59,0.44,0.35,0.27,0.19,0.2,0.17,0.17,0.16,0.16,0.15
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.1,0.12,0.09,0.13,0.2,0.24,0.28,0.32,0.34,0.35,0.37,0.35
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.03,0.05,0.18,0.18,0.11,0.18,0.18,0.24,0.37,0.54,0.59,0.65,0.63,0.56,0.55,0.61,0.67,0.66,0.61,0.51,0.45,0.31,0.11
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.03,0.01
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.02,0.05,1.21,1.2,0.73,0.52,0.64,0.59,0.6,0.66,0.62,0.63,0.7,0.68,0.72,0.65,0.6,0.57,0.61,0.7,0.71,0.75,0.72,0.7,0.7,0.66,0.66,0.64,0.62,0.63,0.6,0.58,0.73,0.75,0.72
Lesotho,,,,,,,,,,,,,,,,,,,,0,0.01,0,0,0.01,0.03,0,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.03,0.03,0.05,0.03,0,0,0,0,0,0
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.02,0.02,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.01,0.08,0.08,0.04,0.04,0.02,0.03,0.14,0.15,0.13,0.11,0.07,0.03,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.04,0.03,0.05,0.06
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0,0,0,0,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0,0,0
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.13,0.12,0.06,0.06,0.08,0.14,0.28,0.3,0.31,0.32,0.33,0.15,0.17,0.18,0.19,0.19,0.19,0.09,0.11,0.17,0.21,0.18,0.22,0.26,0.25,0.3,0.31
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04
Mexico,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.08,0.08,0.09,0.1,0.11,0.1
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.13,0.02,0.03
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.09,0.02,0.65,0.65,0.64,0.1,0.1,0.13,0.7,0.5,0.35,0.28,0.45,0.46,0.44,0.41,0.42,0.51,0.47,0.58,0.39,0.45,0.78,0.42,0.27,0.23,0.2,0.16,0.28,0.25
Mali,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.76,1.04,1.78,0.78,0.54,0.17,0.03,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.02,0.02,0.03,0.03,0.92,0.94,0.86,0.91,0.89,0.86,0.85,0.84,0.83,0.95,0.98
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,,,,,,,,,,,,,,,,,,,,,,0.02,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.59,0.67,0.48,0.36,0.33,0.31,0.3,0.29,0.3,0.32,0.32,0.35,0.36,0.43,0.48,0.43,0.42,0.88,0.89,0.88,0.88,1.04,1.04,1,1.05,2.29,2.23,2.1,2.14,2.27,2.32
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.13,0.23,0.44,0.54,0.63,0.7,0.18,0.3,0.58,0.29,0.23,0.21,0.2,0.19,0.23,0.24
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.03,0.04,0.05,0.04,0.04,0.05,0.11,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.15,0.19,0.2,0.21,0.21,0.2,0.19,0.21,0.21
Mozambique,,,,,,,,,,,,,,0.14,0.23,0.27,0.35,0.42,0.52,0.71,0.7,0.73,0.77,0.86,0.36,0.01,0,0,0,0,0.04,0.17,0.41,0.41,0.57,1.5,4.9,7.11,8.56,9.38,9.71,10.5,8.25,1.57,0.81,0.22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.04,0.03,0.03,0.03,0.03,0.03
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.47,3.29,3.87,3.71,3.03,2.94,3.54,3.43,2.83,2.75,1.14,1.17,1.17,1.17,1.16,1.14,1.13,1.14,1.08,1.43,1.2,1.13,1.15,1.01,1.02,1.07,1.07,1.08,1.06,1.06,1.05,1.05,1.04,0.95
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04
Malawi,,,,,,,,,,,,,,,,0,0.01,0,0,0.01,0.01,0.01,0,0,0.57,0,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0,0.06,0.06,0,0,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.05,0.07,0.07,0.07,0.06
Namibia,,,,,,,,,,,,,,,,0.03,0.03,0.19,0.11,0.12,0.12,0.12,0.41,0.4,0.45,1,1.4,3.8,4.24,5.7,7.55,7.48,7.27,7.3,7.04,6.82,6.5,6.34,0.29,0.04,0.01,0,0.01,0,0,0,0,0.11,0.04,0.13,0.13,0.08,0.08,0.08,0.06,0.06,0.06,0.05,0.05,0.06,0.1,0.08,0.06,0.06,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.06
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.24,0.23,0.1,0.1,0.03,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.09,0.1,0.08
Nigeria,,,,,,,,,,,,,,,,,,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.07,0.12,0.16,0.17,0.18,0.2,0.2,0.22,0.22
Nicaragua,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4.63,0.52,0.03,0.07,0.54,0.66,0.95,1.4,1.75,1.74,2.15,2.37,1.24,1.08,1,0.73,0.62,0.51,0.47,0.46,0.43,0.41,0.36,0.34,0.27,0.2,0.15,0.11,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0.06,0.52,1.07,1.05,2.56,3.41
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.06,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.06
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.12,0.17,0.17,0.17
New Zealand,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.05,0.18,0.17,0.08,0.1,0.09,0.09,0.09,0.08,0.08
Panama,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02
Peru,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.05
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.16,0.16,0.16,0.15,0.15,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.03,0,0,0,0.03,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Poland,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.07,0.06,0.04,0.03,0.09,0.05,0.03,0.02,0,0,0,0.01,0.05,0.04,0.03,0.05,0.04,0.01,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0.01,0.01,0
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Paraguay,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,80.3,80.5,80.4,80.2,79.3,79.5,78.7,77.1,78.5,79.8,75.5,73.9,73.4,72.7,75.2,76.5,77.9,79.4,79.8,79.7,78.6,78,78.6,79.3,86.5,88.3,85.7,85.2,85.1,83.9,83.7,83.5,76.4,73.8,73.4,73.4,73.2,73,72.2,71.5,71,70.6,69.6,69.1,68.3,67.3
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0
Romania,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.01,0.09,0.2,0.22,0.12,0.11,0.1,0.1,0.08,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.03,0.06,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04
Russia,,,,,,,,,,,,,,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.08,0.1,0.14,0.16,0.17,0.14,0.12,0.13,0.12,0.02,0.03,0.04,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.09,0.09,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.09
Rwanda,,,,,,,,,,,4.82,4.71,4.83,5.1,4.66,4.63,4.51,4.37,3.84,3.65,3.53,3.72,3.84,4.06,3.89,3.8,3.55,3.56,3.48,5.46,5.09,5.8,5.49,5.9,6.01,5.72,5.25,4.71,4.47,4.94,5.76,5.68,5.7,33.5,32,6.99,0.89,0.98,1.11,1.77,1.34,1.03,1,0.79,1.29,1.1,0.94,0.8,1.33,1.22,1.1,0.99,0.83,0.79,2.55,2.5,2.22,2.08,2.04,2,2.02,1.97
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Sudan,,,,,,,,,,,,,0.14,0.22,0.84,1.15,1.17,1.65,1.55,1.53,1.47,1.07,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.03,0.03,0.17,0.94,0.93,0.67,1.25,1.7,2.12,2.48,0.91,1.23,1.78,1.78,1.91,1.99,1.49,1.56,1.89,1.95,1.89,1.9,2.17,2.58,2.39,2.32,1.74,1.36,1.17,1.22,1.54,1.68,1.88,1.9,1.76,1.78,1.84,1.89,1.87,1.93,1.97,1.98
Senegal,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.32,0.19,0.28,0.3,0.2,0.2,0.19,0.1,0.12,0.12,0.1,0.13,0.09,0.09,0.1,0.15,0.15,0.14,0.14,0.14,0.14,0.16,0.18,0.23,0.25,0.27,0.34,0.23,0.2,0.18,0.19,0.19
